,drink_name,category,instructions,picture,taste,ingredients1,quantity1,ingredients2,quantity2,ingredients3,quantity3,ingredients4,quantity4,ingredients5,quantity5,ingredients6,quantity6,ingredients7,quantity7,ingredients8,quantity8,ingredients9,quantity9,ingredients10,quantity10,ingredients11,quantity11,ingredients12,quantity12
1181,Vesper's Sister,,Shake ingredients very well with ice and strain into a martini glass. Garnish with lemon and orange twists.,,,van gogh blue vodka,1 oz,no.3 london dry gin,1 oz,lillet blanc,.5 oz,st. germain,.25 oz,,,,,,,,,,,,,,,,
1182,Vesuvio,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",http://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,,light rum,1 oz,sweet vermouth,1/2 oz,lemon,juice of 1/2,powdered sugar,1 tsp,egg white,1,,,,,,,,,,,,,,
1183,Veteran,"ordinary drink, ordinary drink",Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,http://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,,dark rum,2 oz,cherry brandy,1/2 oz,,,,,,,,,,,,,,,,,,,,
1184,Victor,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,,gin,1 1/2 oz,sweet vermouth,1/2 oz,brandy,1/2 oz,,,,,,,,,,,,,,,,,,
1185,Victory Collins,"ordinary drink, ordinary drink",Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,http://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,water,vodka,1 1/2 oz,lemon juice,3 oz,grape juice,3 oz unsweetened,powdered sugar,1 tsp,orange,1 slice,,,,,,,,,,,,,,
1186,Vida Verde (Adapted),,"Place the mint and cucumber in a mixing glass and muddle briskly, then add sour mix and liquor. Shake with ice and double strain over ice into a stemmed glass.",,,chinaco blanco tequila,1.5 oz,luxardo maraschino liqueur,.75 oz,lime sweet n' sour mix,1.5 oz,cucumber wheels,oz,sprigs of mint,oz,,,,,,,,,,,,,,
1187,Vieja Moda,,"Using a grater, slice 1 peel of grapefruit into a double old-fashioned glass, angling into the glass in order to get the expressed citrus. Then add Cinnamon-Clove Syrup and 3 large ice cubes.. . Separately, in a large mixing glass full of ice, pour in Chinaco Anejo Tequila. Using a barspoon, stir for 28-33 rotations. Strain tequila into prepared glass. Add 4 drops of Bittermens Hellfire Bitters. Garnish and enjoy.. . *Cinnamon-Clove Syrup:  . -- 2 C Water. -- 1 C Demarea Sugar. -- 4-5 Cinnamon Sticks. -- 7-9 Cloves. . Combine Water and Demarea in a pot and bring to a simmer until the sugar is dissolved. Remove from heat. Add Cinnamon Sticks and Cloves and let steep. Leave at room temperature, overnight. Once cooled, strain into a squeeze bottle and refrigerate.",,,chinaco anejo tequila,2 oz,cinnamon-clove syrup*,1 tsp,bittermens hellfire habanero shrub bitters,4 drops,peel grapefruit,1,,,,,,,,,,,,,,,,
1188,Vieux carre,,Combine ingredients together and serve,,boozy,cognac,2 cl,rye whiskey,2 cl,sweet vermouth,2 cl,benedictine,2 tsp,,,,,,,,,,,,,,,,
1189,Vieux Carré,,"In a mixing glass, add all ingredients, then fill halfway with ice. Stir with a barspoon until chilled, about 30 seconds. Strain into a chilled cocktail glass. Rub the lemon twist around the rim, drop it in the cocktail, and serve.",,,rye whiskey,.75 oz,h by hine,.75 oz,tempus fugit alessio vermouth bianco,.75 oz,benedictine,1 bsp,angostura bitters,2 dash,peychaud's bitters,2 dash,,,,,,,,,,,,
1190,Vintage Reserve Sour,,Serve in a rocks glass with an orange peel garnish and a Luxardo Cherry.,,,glenrothes vintage reserve,1.5 oz,lemon juice,.5 oz,simple syrup,1 dash,,,,,,,,,,,,,,,,,,
1191,Vinterpäls,,"Fill a mug with very hot water to warm the glass up. Once the glass is hot, empty it and add all the liquid ingredients. Stir well until the honey is incorporated. Garnish with the clove studded orange peel and enjoy.",,,karlsson's gold vodka,1.5 oz,luxardo amaretto di saschira,.5 oz,benedictine,.5 oz,orange juice,.5 oz,honey,.5 oz,,,,,,,,,,,,,,
1192,Virgil St.,,"Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel.",,,mezcal,1 oz,tempus fugit alessio vermouth di torino rosso,.75 oz,old tom gin,.5 oz,tempus fugit kina l'aero d'or,.5 oz,duplais swiss absinthe verte,1 dash,,,,,,,,,,,,,,
1193,Vodka And Tonic,"ordinary drink, other,unknown","Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",http://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,cream,vodka,2 oz,tonic water,,,,,,,,,,,,,,,,,,,,,
1194,Vodka Fizz,"other,unknown, ordinary drink","Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",http://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,salty,vodka,2 oz,half-and-half,2 oz,limeade,2 oz,ice,,nutmeg,,,,,,,,,,,,,,,
1195,Vodka Martini,"ordinary drink, ordinary drink","Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",http://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,,vodka,1 1/2 oz,dry vermouth,3/4 oz,olive,1,,,,,,,,,,,,,,,,,,
1196,Vodka Russian,"ordinary drink, ordinary drink",Mix it as a ordinary drink .,http://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,,vodka,2 oz,schweppes russchian,,,,,,,,,,,,,,,,,,,,,
1197,Wabash Avenue Sour,,"Add all ingredients and dry-shake (without ice), then add ice, and shake again. Strain into coupe and garnish with rhubarb bitters.",,,bourbon,2 oz,fresh lemon juice,1 oz,luxardo sangue morlacco cherry liqueur,.5 oz,small hand foods pineapple gum syrup,.5 oz,egg white,.5 oz,,,,,,,,,,,,,,
1198,Waikiki Beachcomber,"ordinary drink, ordinary drink","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,sour,triple sec,3/4 oz,gin,3/4 oz,pineapple juice,1 tblsp,,,,,,,,,,,,,,,,,,
1199,War of the Roses,,Add all ingredients into a punch bowl. Serve in small rocks glasses.,,,junipero gin,.75 c,c. drouin calvados selection,.75 c,lemon juice,.5 c,ginger-vanilla syrup,.5 c,angostura bitters,4 dash,sparkling rose,1 bottle,,,,,,,,,,,,
1200,West Bank,,"Combine ingredients and shake with ice. Strain into a rocks glass over fresh ice. Grate nutmeg on top.. . *Bywater Spice Mix: Simple syrup infused with Vietnamese cinnamon, licorice root, and clove",,,hine rare vsop,1.5 oz,cynar,.5 oz,bywater spice mix*,.5 oz,cold-brew coffee,1 oz,,,,,,,,,,,,,,,,
1201,West Coast Punch,,Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with lime pinwheel and bing cherry.,,,junipero gin,1.5 oz,pineapple juice,.75 oz,monin strawberry puree,.5 oz,mint leaves,6-7,lemon sour,.5 oz,lemon lime soda,1 oz,,,,,,,,,,,,
1202,West Coast Vesper,,Combine all ingredients into a mixing glass and add ice. Stir until proper dilution and strain into a chilled coupe. Garnish with an orange peel.,,,hophead vodka,1 oz,junipero gin,1 oz,maurin quina,.5 oz,,,,,,,,,,,,,,,,,,
1203,Where's the Orgeat?,,"Shake, strain into a chilled coupe. Garnish with lemon twist.",,,h by hine,2 oz,small hand foods orgeat,1 oz,lemon juice,.75 oz,luxardo apricot liqueur,.5 oz,angostura bitters,3 dash,,,,,,,,,,,,,,
1204,Whiskey Sour,"ordinary drink, ordinary drink","Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.",http://www.thecocktaildb.com/images/media/drink/o56h041504352725.jpg,sour,blended whiskey,2 oz,lemon,juice of 1/2,powdered sugar,1/2 tsp,cherry,1,lemon,1/2 slice,,,,,,,,,,,,,,
1205,Whisky Mac,"ordinary drink, ordinary drink",Pour both of the ingredients into a wine goblet with no ice.,http://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg,sour,scotch,1 1/2 oz,wine,1 oz green ginger,,,,,,,,,,,,,,,,,,,,
1206,White Lady,"ordinary drink, ordinary drink",Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.,http://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg,cream,gin,4cl,triple sec,3cl,lemon juice,2cl,,,,,,,,,,,,,,,,,,
1207,White Lady (Classic) (Adapted),,Shake all ingredients with ice then strain into a chilled cocktail glass.,,,no.3 london dry gin,1.5 oz,luxardo triplum (triple sec),.75 oz,fresh lemon juice,.75 oz,egg white,.5 oz,,,,,,,,,,,,,,,,
1208,White Russian,"ordinary drink, other,unknown",Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.,http://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg,sour,vodka,2 oz,coffee liqueur,1 oz,light cream,,,,,,,,,,,,,,,,,,,
1209,White Tie,,Combine all ingredients in mixing glass with ice and stir. Strain into chilled cocktail coupe or Nick & Nora. Expel lemon peel over cocktail then place in glass.,,,luxardo bitter bianco,1 oz,no.3 london dry gin,2 oz,orange bitters,2 dash,luxardo maraschino liqueur,1 bsp,,,,,,,,,,,,,,,,
1210,White Walker Flip,,Dry shake whole egg until emulsified. Then add Kold Draft ice and all ingredients except bitters and shake vigorously until cold. Strain into chilled royal coupette and garnish with apple wheels.,,,glenrothes vintage reserve,1 oz,king's ginger liqueur,1 oz,green chartreuse,.25 oz,sweetened apple cider,.75 oz,baked apple bitters,2 dash,egg,1 whole,,,,,,,,,,,,
1211,Whitecap Margarita,"other,unknown, punch , party drink",Place all ingredients in a blender and blend until smooth. This makes one drink.,http://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,sweet,ice,1 cup,tequila,2 oz,cream of coconut,1/4 cup,lime juice,3 tblsp fresh,,,,,,,,,,,,,,,,
1212,Willow,,"Combine all ingredients in a mixing glass, add ice and stir. Strain into a chilled coupe glass and garnish with a Luxardo Maraschino Cherry.",,,old potrero straight rye whiskey,1 oz,barsol perfecto amor (aperitif wine),1.5 oz,luxardo amaro abano,1 bsp,angostura bitters,1 dash,,,,,,,,,,,,,,,,
1213,Windtalker,,Shake ingredients with ice until well combined. Strain into a chilled tumbler or large rocks glass over ice sphere or large ice cubes. Garnish with orange peel (or slice) and Luxardo Original Maraschino Cherries on a pick.,,,hirsch small batch reserve bourbon,1.5 oz,luxardo amaretto di saschira,.75 oz,king's ginger liqueur,.5 oz,fresh lemon juice,.75 oz,egg white,.5 oz,,,,,,,,,,,,,,
1214,Wine Cooler,"punch , party drink, punch , party drink",Mix wine and soft drink. Pour into glass. Add ice.,http://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg,sweet,red wine,2 oz white or,lemon-lime soda,5 oz,ice,cubes,,,,,,,,,,,,,,,,,,
1215,Wine Punch,"punch , party drink, cocktail",Combine all of the ingredients and pour over a block of ice.,http://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg,,red wine,1 bottle,lemon,2,orange juice,1 cup,orange,3,pineapple juice,1 cup,,,,,,,,,,,,,,
1216,Winter Season,,"Spray the inside of the glass with absinthe, then sugar the external rim of the glass. Pour ingredients into a cocktail shaker. Shake and strain into the glass.",,,barr hill honey gin,2 oz,lemon juice,1 oz,liquid alchemist orgeat,.25 oz,luxardo maraschino liqueur,.25 oz,dijon blue curaçao,1 bsp,,,,,,,,,,,,,,
1217,Winter Swizzle,,"Muddle a small handful of fresh mint leaves, ¾ oz simple syrup (equal parts sugar and water) . 1 oz fresh lime juice.. Add crushed ice to the glass to fill half way.. pour in 2 oz of Pink Pigeon.. Swizzle to incorporate ingredients and slowly add in the rest of the crushed ice.",,,pink pigeon rum,2 oz,fresh lime juice,1 oz,,,,,,,,,,,,,,,,,,,,
1218,Wooster 53,,"Serve in a champagne flute up to 60% full and top with tonic water up to 80% full, garnish with a grapefruit twist.. . *Ginger/Cardamom/Honey Syrup:. Bring about 8 cups of water to a boil, once boiling turn off heat and add 2 cups of cardamom pods. Let sit for about 6 hours. Strain the pods out, add 1 qt (32 oz) of honey and stir until dissolved. For an added cardamom boost: place the cardamom pods with the cardamom/honey ""tea"" in a blender. Blend and press through a fine strainer so as to discard the solids but keep the flavor.",,,no.3 london dry gin,1.5 oz,grapefruit juice,.75 oz,ginger/cardamom/honey syrup*,.75 oz,lime juice,.25 oz,tonic water,float,,,,,,,,,,,,,,
1219,Xmas in Juniper,,In a shaker mix all ingredients discarding the beer and dry shake vigorously to activate the egg whites. Add ice and shake for about 10 sec and double strain into 8 oz glass and top with beer. Garnish with a marigold flower.. . *Spiced Apricot Syrup:. -- Organic Earl Grey Tea. -- Green Cardamom. -- Juniper Berries,,,junipero gin,1 oz,spiced apricot syrup*,.75 oz,house-made orgeat,.5 oz,lemon juice,.5 oz,whites,egg,anchor christmas ale 2016,top,,,,,,,,,,,,
1220,Yawkey Way,,Shake with ice and strain into an ice-filled collins glass.,,,no.3 london dry gin,1.5 oz,smith & cross,.5 oz,strawberry juice,.5 oz,black tea syrup,.5 oz,lemon juice,.5 oz,s orange bitters,2 dash,,,,,,,,,,,,
1221,Yellow Bird,"cocktail, soft drink , soda",Shake and strain into a chilled cocktail glass,http://www.thecocktaildb.com/images/media/drink/2t9r6w1504374811.jpg,sweet,white rum,3 cl,galliano,1.5 cl,triple sec,1.5 cl,lime juice,1.5 cl,,,,,,,,,,,,,,,,
1222,"Yes, Queen!",,Served up with a lemon peel garnish.,,,h by hine,2 oz,dolin dry vermouth,1 oz,giffard banane du brésil,.5 tsp,honey syrup,.5 tsp,,,,,,,,,,,,,,,,
1223,Yoghurt Cooler,"other,unknown","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",http://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,,yoghurt,1 cup,fruit,1 cup,ice,,,,,,,,,,,,,,,,,,,
1224,You Bet Your Ascot,,Combine all ingredients in a mixing glass. Stir until 2 oz water is diluted. Strain into a sherry or nosing glass. Flame and discard an orange peel. Drink deeply.,,,h by hine,1.5 oz,bonal,.75 oz,luxardo amaro abano,.5 oz,nocino,.25 oz,,,,,,,,,,,,,,,,
1225,You Go Glen Coco,,"Shaken slightly. Served over shaved ice in an old fashioned glass. Garnished with turmeric toasted coconut flakes.. . *Toasted Coconut Infused Old Potrero. -- 750ml Old Potrero Straight Rye Whiskey. -- 2.5 oz Toasted Coconut. . Combine all ingredients in a clean container and let sit for 8 hours.. Strain through cheesecloth and then funnel back into your Old Potrero bottles.. Keeps indefinitely.. . **Turmeric Coconut Cream:. -- 12 g Fresh Turmeric. -- 1 c Water. -- 1 c Honey. -- 3 tsp Black Pepper. -- 12 oz Coconut Milk. . Grate fresh turmeric into 1 cup water.. Bring to a boil, add 1 cup of honey and stir.. Remove from heat and let the mix sit for 1:30 hours.. Strain out turmeric and add 3 tsp. ground black pepper.. Add 12 oz. coconut milk and stir.. Place in an airtight container and keep in the fridge. Use within a week.",,,old potrero straight rye whiskey (toasted coconut infused)*,1.25 oz,king's ginger liqueur,.5 oz,turmeric coconut cream**,1.25 oz,,,,,,,,,,,,,,,,,,
1226,You're Bitter Than That,,Mount all ingredients in a shaker tin. Add ice. Hard shake. Double strain into a chilled coupe glass. Garnish with orange twist.,,,blanco tequila,.75 oz,luxardo bitter bianco,.75 oz,luxardo sangue morlacco cherry liqueur,.75 oz,fresh lime juice,.75 oz,rich simple syrup (2:1),.25 oz,,,,,,,,,,,,,,
1227,Ypioca Chile Punch,,"For a punch, combine Ypioca, lime, agave and Ancho Reyes together. Add fresh pineapple chunks, 3 thin sliced chiles (seeds included) and 1 star anise to garnish.",,,brasilizar cachaca prata classica,2 part ypioc,,1 part fresh lime juic,part agave,.5,o reyes ancho chile liqueur,.5 part anc,,,,,,,,,,,,,,,,
1228,Ypioca Yellow Card,,Build all into highball. Fill with ice. Top with soda water. Place pineapple leaf vertically in the glass.,,,ypioca brasilizar cachaca prata reserva especial,1.5 oz,king's ginger liqueur,.5 oz,pineapple juice,1 oz,simple syrup,.5 oz,coconut water,2 oz,fill soda water,1,,,,,,,,,,,,
1229,Yuzu Sazerac,,,,,nikka coffey grain whisky,2 oz,cane sugar syrup,2 tsp,yuzu-infused vieux pontarlier absinthe francaise superieure,.125 tsp,,,,,,,,,,,,,,,,,,
1230,Zambeer,"soft drink , soda, ordinary drink",Mix sambuca with rootbeer and stir. Add ice,http://www.thecocktaildb.com/images/media/drink/bje5401485619578.jpg,,sambuca,1 1/2 oz,root beer,add 10 oz,ice,cubes,,,,,,,,,,,,,,,,,,
1231,Zenmeister,"ordinary drink, ordinary drink",Mix together and enjoy,http://www.thecocktaildb.com/images/media/drink/qyuvsu1479209462.jpg,sweet,jägermeister,1/2 oz,root beer,1/2 oz,,,,,,,,,,,,,,,,,,,,
1232,Ziemes Martini Apfelsaft,"ordinary drink, ordinary drink",Serve without ice. At least the juice shold have room temperature.,http://www.thecocktaildb.com/images/media/drink/xnzr2p1485619687.jpg,,vermouth,4 cl,apple juice,16 cl,,,,,,,,,,,,,,,,,,,,
1233,Zima Blaster,"ordinary drink, punch , party drink","Fill glass with ice. Pour in Chambord, then fill with Zima. Mix and enjoy.",http://www.thecocktaildb.com/images/media/drink/1wifuv1485619797.jpg,,zima,12 oz,chambord raspberry liqueur,3 oz,,,,,,,,,,,,,,,,,,,,
1234,Zimadori Zinger,"punch , party drink, soft drink , soda",Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,http://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,sweet,midori melon liqueur,1.5 oz,zima,12 oz,,,,,,,,,,,,,,,,,,,,
1235,Zinger,"soft drink , soda, shot",Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.,http://www.thecocktaildb.com/images/media/drink/iixv4l1485620014.jpg,,peachtree schnapps,4 shots,surge,4 shots,,,,,,,,,,,,,,,,,,,,
1236,Zipperhead,"shot, cocktail","Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",http://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,,chambord raspberry liqueur,1 shot,vodka,1 shot,soda water,fill with,,,,,,,,,,,,,,,,,,
